Accelerometer 1 (m/s^2),Microphone (V),Accelerometer 2 (m/s^2),Accelerometer 3 (m/s^2),Temperature (Celsius)
22.771428,-0.256398,-12.047679,0.590366,27.666293
25.382861,-0.297175,-19.720777,8.843784,27.699178
29.83197,-0.303423,-21.719652,3.234039,27.633409
34.11988,-0.290598,-24.653483,4.297956,27.830717
38.859149,-0.308356,-24.589003,6.200111,27.732063
42.856899,-0.297175,-23.557326,6.329071,27.830717
48.885765,-0.299148,-26.749077,7.264028,27.666293
53.334875,-0.292571,-21.816371,0.429166,27.764947
56.655588,-0.263962,-24.717963,-1.05387,27.797832
60.008541,-0.242587,-27.039236,5.877712,27.764947
64.715571,-0.217923,-20.107656,5.490833,27.764947
68.874523,-0.197535,-23.009248,8.618104,27.830717
72.356436,-0.172542,-25.104842,12.938253,27.600524
77.418106,-0.170898,-31.036985,12.067775,27.764947
81.544818,-0.157086,-25.62068,8.521385,27.600524
85.80049,-0.140315,-29.07035,9.456342,27.830717
88.057286,-0.123544,-29.00587,16.291204,27.797832
89.927203,-0.145577,-31.617303,18.09664,27.797832
93.763756,-0.116638,-32.45554,24.480144,27.633409
95.375753,-0.077834,-24.782443,27.252777,27.534754
96.568631,-0.071586,-27.361635,18.515759,27.666293
95.343513,-0.057446,-29.779628,24.673583,27.764947
93.860476,-0.037715,-24.105405,30.08989,27.50187
91.7004,-0.041003,-28.232113,32.024285,27.534754
90.314082,-0.036071,-30.263227,31.959805,27.567639
89.572563,-0.043963,-27.329395,24.544623,27.567639
87.057848,-0.045607,-28.393312,20.417914,27.764947
83.737134,-0.03344,-27.458355,19.128317,27.567639
79.965061,-0.055802,-20.107656,23.287267,27.534754
71.518197,-0.060405,-27.039236,12.841533,27.666293
64.876771,-0.065009,-17.786383,9.295143,27.600524
59.879581,-0.017984,-17.915342,8.295705,27.764947
54.334313,0.030685,-19.301659,9.875461,27.666293
49.852963,0.036605,-12.692477,15.872085,27.567639
44.952494,0.053705,-14.143273,13.357372,27.600524
42.59898,0.084616,-12.305598,15.485206,27.600524
39.213788,0.09777,-22.686849,19.450716,27.797832
37.730751,0.105005,-25.330521,13.93769,27.666293
36.860273,0.113226,-19.269419,5.813232,27.666293
35.377237,0.112568,-25.072602,-1.505228,27.830717
35.764116,0.119803,-23.492846,3.330759,27.732063
35.764116,0.103689,-16.142148,6.36131,27.863602
37.666271,0.105334,-17.367264,6.844909,27.666293
39.697387,0.121118,-8.08217,10.584739,27.699178
41.180423,0.126709,-14.594632,10.616979,27.699178
41.535062,0.129997,-10.983762,13.421852,27.600524
41.051463,0.122434,-4.4713,9.198423,27.830717
41.051463,0.104347,-8.952648,4.265716,27.699178
39.761866,0.105991,-10.177764,2.492521,27.699178
37.762991,0.087905,-12.660237,-3.213944,27.666293
36.215475,0.093166,-17.689663,-8.855928,27.732063
35.183797,0.093166,-10.564643,-9.468486,27.99514
33.313882,0.09218,-4.987139,-6.824814,27.699178
30.766928,0.076066,-11.822,-2.698105,27.764947
29.86421,0.06653,-8.533529,-2.827065,27.699178
28.091015,0.07508,-6.341215,-2.665865,27.699178
26.414539,0.090864,-4.37458,-1.827627,27.830717
24.673583,0.079355,-5.631937,0.848285,27.666293
23.512946,0.060282,-10.758083,2.492521,27.666293
24.318944,0.040551,-8.855928,-4.50354,27.797832
23.932065,0.039564,-4.954899,-6.599134,27.732063
24.125504,0.016545,-15.045991,-5.083858,27.896486
26.156619,-0.016998,-9.146087,-6.341215,27.699178
27.994295,-0.066982,-5.470737,-7.082733,27.699178
30.283329,-0.105129,-12.466798,-11.6608,27.797832
31.734126,-0.150838,-9.919845,-8.24337,27.797832
33.120442,-0.179448,-18.012062,-1.924347,27.962256
35.538436,-0.159388,-13.724154,-0.247872,27.830717
37.924191,-0.142288,-9.629686,-3.471863,27.732063
39.600667,-0.131108,-16.432307,-3.407383,27.732063
41.309383,-0.140644,-6.018816,5.329633,27.699178
43.920817,-0.154456,-11.048242,-0.118912,27.863602
44.855775,-0.146563,-18.141022,-3.987701,27.764947
44.017536,-0.156758,-12.144399,-4.66474,27.764947
43.404978,-0.185367,-18.076542,-3.794262,27.764947
43.759617,-0.211675,-12.047679,-0.76371,27.666293
43.953057,-0.246204,-8.984888,-4.084421,28.028025
43.598417,-0.279418,-10.629123,-6.470175,27.797832
42.5345,-0.313946,-17.560703,-9.017128,27.732063
41.986421,-0.308685,-18.979259,-2.601385,27.764947
41.986421,-0.308356,-12.595758,1.396364,27.633409
40.825784,-0.293558,-12.047679,-7.727531,28.06091
39.761866,-0.285337,-12.918157,-12.756957,27.732063
39.858586,-0.275143,-11.78976,-11.144962,27.797832
39.374987,-0.250808,-8.533529,-8.21113,27.797832
38.826909,-0.243902,-12.144399,-9.758646,27.764947
37.214912,-0.246533,-15.884228,-17.657423,27.896486
36.699074,-0.251794,-12.144399,-15.529589,27.764947
37.762991,-0.268894,-7.856491,-16.335587,27.896486
37.408352,-0.298162,-16.303347,-22.10653,27.863602
36.054275,-0.327758,-8.952648,-22.686849,27.797832
34.667959,-0.325785,-7.050493,-20.301096,27.863602
33.765241,-0.359327,-3.052744,-14.530152,27.863602
32.056525,-0.38432,-1.311789,-7.630811,27.666293
28.897013,-0.394185,-3.858742,-8.823688,27.732063
26.640218,-0.401091,-3.955462,-6.405695,27.830717
23.964305,-0.406024,-1.408509,-2.956024,27.600524
20.643593,-0.407997,0.203487,-4.277861,27.863602
16.516884,-0.404051,-1.956587,-6.212255,27.567639
12.454654,-0.401749,0.267967,-8.501289,27.666293
9.133943,-0.406681,-10.467924,-11.048242,27.732063
5.426353,-0.402077,0.171247,-11.75752,27.633409
1.041725,-0.412929,7.554187,-10.306724,27.732063
-2.698105,-0.419506,-3.890982,-9.146087,27.600524
-5.406258,-0.415889,10.520259,-11.69304,27.732063
-7.759771,-0.390568,14.485769,-10.177764,27.732063
-9.275047,-0.379058,7.102828,-7.114973,27.764947
-10.177764,-0.358341,11.551937,-8.694728,27.666293
-10.919282,-0.327758,11.842096,-13.079356,27.830717
-12.466798,-0.292243,10.874899,-16.625746,27.797832
-14.175513,-0.264948,7.844347,-17.915342,27.896486
-15.755269,-0.2587,1.815483,-13.369515,27.666293
-16.367827,-0.230748,5.652032,-14.336713,27.830717
-14.852551,-0.21299,10.649219,-18.044302,27.962256
-14.175513,-0.222198,6.55475,-10.629123,27.863602
-14.723592,-0.242258,15.872085,-5.728657,27.797832
-15.013751,-0.301779,18.838158,-0.312352,27.666293
-14.852551,-0.321181,15.581926,-8.823688,27.797832
-16.303347,-0.34157,15.291767,-16.335587,28.225334
-16.915905,-0.365247,16.871523,-7.695291,27.830717
-15.851988,-0.369522,14.356809,-10.629123,27.764947
-15.013751,-0.357354,17.96768,-17.689663,27.830717
-14.014314,-0.35275,10.713699,-16.464547,27.797832
-12.692477,-0.370837,11.326257,-13.014876,27.896486
-11.370641,-0.371824,17.516321,-4.954899,27.732063
-10.338964,-0.351435,8.102266,-7.211693,27.764947
-9.887605,-0.333677,20.127755,-10.338964,27.830717
-9.371767,-0.346831,21.191672,-5.180578,27.764947
-9.146087,-0.354723,11.165058,-4.50354,27.797832
-7.953211,-0.358012,6.52251,-4.342341,27.732063
-6.244495,-0.365247,10.32682,-7.630811,27.666293
-4.66474,-0.368535,10.907138,-10.725843,27.797832
-1.892107,-0.369522,2.460281,-7.050493,27.863602
-0.344591,-0.36985,0.977245,-7.437372,27.830717
1.202924,-0.358999,-3.181704,-8.565769,27.830717
2.428041,-0.382347,-7.372892,-9.500726,27.699178
3.040599,-0.402077,-0.76371,-5.180578,27.797832
5.394113,-0.440224,-3.181704,-0.69923,27.764947
5.909952,-0.490208,0.429166,-7.501852,27.797832
7.135068,-0.51257,-1.344029,-7.534092,27.764947
8.456905,-0.547099,-3.471863,-4.148901,27.830717
9.166183,-0.573736,-2.085547,-10.048805,27.666293
10.068901,-0.589191,-2.246746,-10.532403,27.797832
8.327945,-0.59544,0.687086,-7.437372,27.732063
8.714824,-0.608922,-2.311226,-6.341215,27.830717
7.489707,-0.61813,-7.630811,-2.891545,27.732063
6.61923,-0.590178,-8.565769,-4.69698,27.732063
6.135631,-0.564199,-5.664177,-5.728657,27.797832
6.36131,-0.573078,-0.054432,-3.665302,27.764947
7.812107,-0.574722,-5.180578,-5.922096,27.797832
7.392988,-0.543811,-3.858742,-5.599697,27.896486
5.813232,-0.522107,-6.824814,-5.470737,27.764947
4.620355,-0.519805,-14.336713,-1.569708,27.797832
4.330196,-0.505993,-4.052181,-0.151152,27.830717
4.007797,-0.52112,-7.405132,1.106205,27.764947
3.201799,-0.506651,-8.340089,6.877149,27.962256
2.8794,-0.504349,-6.953773,8.521385,27.797832
2.81492,-0.507637,-11.144962,8.456905,27.732063
2.589241,-0.508624,-2.827065,7.328508,27.764947
1.041725,-0.506651,-5.986576,10.842659,27.797832
-1.376269,-0.501389,-4.56802,10.810419,27.896486
-2.601385,-0.496128,-5.728657,12.680334,27.830717
-3.084984,-0.46982,-10.081045,12.873773,27.666293
-3.955462,-0.414245,-5.083858,11.938816,27.666293
-4.761459,-0.377414,-4.50354,14.679209,27.732063
-4.4713,-0.345516,3.072839,14.00217,27.896486
-3.310663,-0.31,5.909952,15.452967,27.699178
-4.277861,-0.285337,-0.344591,13.131693,27.732063
-5.341778,-0.256069,-0.151152,11.551937,27.699178
-5.019379,-0.248506,-8.27561,19.031597,27.830717
-5.148338,-0.237654,-2.601385,13.518572,27.830717
-4.310101,-0.234694,0.816045,4.878274,27.830717
-4.342341,-0.220225,-11.048242,8.811544,27.699178
-4.245621,-0.211675,-1.827627,16.387924,27.699178
-2.956024,-0.194904,1.396364,14.937128,27.699178
-3.600823,-0.180435,-6.341215,11.390737,27.797832
-4.50354,-0.166294,6.071151,8.650344,27.699178
-6.180015,-0.15314,5.232913,9.359623,27.633409
-8.01769,-0.121242,3.362998,12.809293,27.600524
-7.888731,-0.122886,-2.021067,10.939378,27.534754
-9.371767,-0.077834,-0.69923,9.327383,27.797832
-9.919845,-0.038044,1.622043,3.749877,27.633409
-10.919282,-0.009105,-1.924347,2.91164,27.567639
-11.88648,0.001089,3.201799,8.747064,27.666293
-12.950397,0.034303,1.364124,8.070026,27.699178
-16.238867,0.043181,6.264591,6.844909,27.600524
-17.657423,0.062912,6.61923,5.780992,27.633409
-19.495098,0.054362,11.874336,10.874899,27.567639
-20.591255,0.054362,15.033848,20.063275,27.567639
-21.397253,0.076395,16.484644,12.873773,27.666293
-22.912528,0.082972,13.744251,4.265716,27.699178
-22.977008,0.081657,14.09889,6.58699,27.797832
-25.104842,0.079355,12.712574,11.036098,27.600524
-25.427241,0.078368,10.584739,14.711448,27.633409
-26.620117,0.080341,14.356809,8.650344,27.600524
-27.909714,0.072449,7.038349,4.201236,27.699178
-27.103716,0.074093,11.713136,8.908264,27.732063
-26.749077,0.087247,14.485769,4.555875,27.732063
-25.491721,0.082314,11.294017,1.106205,27.666293
-24.653483,0.068174,17.355122,-1.569708,27.797832
-23.492846,0.062255,19.257277,-5.180578,27.732063
-22.719089,0.047456,14.840408,-2.117787,27.863602
-22.848048,0.031343,14.743688,-8.759208,27.99514
-23.331647,0.04088,16.162245,-8.14665,27.863602
-24.879162,0.039564,10.552499,-4.69698,27.797832
-24.266604,0.045483,13.840971,-8.855928,27.732063
-23.944205,0.033974,13.196172,-10.951522,27.666293
-24.492284,0.023779,14.646969,-7.405132,27.830717
-26.200999,0.02082,8.876024,-4.4713,27.666293
-27.748514,0.024437,12.809293,-3.923222,27.732063
-28.393312,0.01786,15.130567,-8.11441,27.699178
-30.585626,-0.003844,15.581926,-11.499601,27.797832
-32.358821,-0.039359,16.162245,-7.953211,27.830717
-32.52002,-0.058761,12.422414,-10.306724,27.830717
-31.971942,-0.068298,16.871523,-13.530715,27.863602
-30.456666,-0.067311,18.515759,-13.724154,27.732063
-31.391623,-0.1048,21.643031,-11.273921,27.863602
-30.521146,-0.139658,22.158869,-2.988264,27.732063
-28.780191,-0.146563,22.352309,-6.308975,27.797832
-28.909151,-0.163992,16.323444,-15.11047,27.699178
-29.13483,-0.197863,24.061025,-13.691914,27.830717
-29.876348,-0.222198,11.358497,-12.047679,27.896486
-27.458355,-0.245875,12.615854,-9.758646,27.732063
-26.200999,-0.260344,20.063275,-6.824814,27.863602
-25.84636,-0.248835,9.230663,-15.884228,27.633409
-25.556201,-0.249492,13.550812,-16.786946,27.699178
-26.168759,-0.262646,15.872085,-7.888731,27.764947
-24.911402,-0.260016,14.16337,-9.242807,27.830717
-26.523398,-0.262317,17.129442,-11.273921,27.732063
-27.619555,-0.27021,15.775366,-11.112722,27.666293
-27.522835,-0.277773,15.291767,-9.629686,27.140138
-26.781317,-0.273169,18.419039,-3.794262,27.797832
-26.200999,-0.275143,18.12888,-4.890419,27.732063
-27.909714,-0.286652,16.968243,-10.467924,27.797832
-28.490032,-0.254096,12.648094,-12.692477,27.764947
-28.618992,-0.215621,6.71595,-8.340089,27.797832
-30.198747,-0.201152,8.876024,-4.213381,27.764947
-32.262101,-0.174186,15.259527,-7.759771,27.764947
-33.841856,-0.162019,15.485206,-11.56408,27.732063
-33.197058,-0.127819,18.193359,-8.21113,28.291103
-33.390498,-0.099867,14.389049,-5.825376,27.666293
-34.776814,-0.096907,12.906013,-1.795388,27.797832
-36.06641,-0.094605,16.452404,-0.312352,27.633409
-36.678968,-0.078492,17.419601,0.461406,27.929371
-36.453289,-0.077834,14.16337,-1.118349,27.896486
-37.259286,-0.062378,4.007797,-3.504103,27.797832
-37.904084,-0.0535,10.874899,2.91164,27.830717
-37.452726,-0.074875,11.551937,2.84716,27.764947
-35.066973,-0.071586,9.133943,-3.471863,27.830717
-33.874096,-0.038044,15.195047,1.170684,28.06091
-33.358258,0.008981,10.939378,1.912202,27.699178
-31.552823,0.059295,11.422977,2.65372,27.99514
-31.262664,0.071791,14.19561,7.457468,27.699178
-31.036985,0.120461,9.069463,7.586427,27.699178
-31.585063,0.178009,13.292892,4.104517,27.764947
-31.359384,0.238517,10.068901,2.84716,27.600524
-29.908588,0.298367,11.294017,12.261215,27.600524
-29.586189,0.342432,18.612478,14.16337,27.567639
-29.03811,0.38025,10.101141,5.039474,27.732063
-29.07035,0.426617,12.261215,4.104517,27.732063
-28.812431,0.4059,11.358497,10.584739,27.732063
-28.715711,0.407215,6.135631,10.036661,27.600524
-29.489469,0.429248,12.293455,3.491958,27.666293
-29.03811,0.425631,14.26009,1.106205,27.764947
-27.877474,0.378277,7.360748,0.590366,27.830717
-25.68516,0.357888,12.293455,2.81492,27.732063
-23.428367,0.36874,16.549124,6.071151,27.764947
-22.26773,0.378277,14.646969,2.363561,27.666293
-21.719652,0.359861,13.96993,-1.311789,27.567639
-21.203813,0.349996,11.648656,-0.022192,27.732063
-21.945331,0.364465,9.682022,1.976682,27.699178
-21.461732,0.366109,9.037223,4.781555,27.863602
-20.816934,0.395706,9.069463,2.68596,27.600524
-21.042614,0.40294,6.167871,5.490833,27.797832
-21.171573,0.396363,7.392988,1.525323,27.633409
-21.203813,0.435167,11.358497,4.040037,27.797832
-21.816371,0.441744,6.68371,3.362998,27.797832
-22.654609,0.445362,9.746501,0.074527,27.764947
-24.782443,0.466079,13.518572,-1.215069,27.797832
-25.556201,0.496662,10.907138,-2.988264,27.732063
-25.298281,0.518366,18.09664,-2.278986,27.699178
-25.556201,0.481535,10.584739,2.557001,27.830717
-24.589003,0.456214,3.395238,0.332447,27.764947
-24.266604,0.432537,12.777054,0.880525,27.567639
-24.008685,0.397021,10.068901,0.235727,27.633409
-24.621243,0.366767,5.587553,2.266841,27.732063
-24.298844,0.33454,5.136194,1.654283,27.732063
-23.170447,0.307246,2.8794,-2.311226,27.929371
-21.687412,0.28883,-2.407946,-2.053307,27.666293
-19.237179,0.252657,6.232351,-5.889856,27.764947
-17.367264,0.201686,3.588678,-9.436246,27.764947
-15.20719,0.183928,1.751003,-7.759771,27.830717
-12.821437,0.180968,1.428604,-7.727531,27.797832
-9.823125,0.158607,-2.278986,-8.791448,27.896486
-8.372329,0.15203,3.266279,-5.825376,27.830717
-5.599697,0.164526,-7.501852,-0.73147,27.732063
-1.988827,0.202343,-6.437935,-0.666991,27.797832
0.074527,0.209249,-4.6325,0.171247,27.797832
2.299081,0.197082,-6.051056,-1.827627,27.863602
5.200674,0.201357,-4.922659,0.235727,27.699178
8.650344,0.195438,-7.824251,5.200674,27.732063
9.101703,0.204317,-8.855928,1.073965,27.797832
9.649782,0.177022,-2.472426,1.073965,27.797832
10.32682,0.147097,0.106767,-3.697542,27.896486
11.422977,0.14907,-5.922096,-7.147213,27.797832
12.390175,0.125722,-5.825376,0.848285,27.699178
12.519134,0.090535,-5.309538,1.557563,27.732063
13.325132,0.071462,-5.986576,-2.794825,27.666293
14.06665,0.053376,-3.633062,-3.762022,27.929371
14.518009,0.073764,-11.112722,4.523635,27.633409
14.872648,0.06653,-14.691352,6.58699,27.633409
15.485206,0.050087,-9.113847,0.525886,27.830717
17.451841,0.032987,-11.112722,1.718763,27.732063
19.096077,0.032001,-11.918719,0.880525,27.863602
18.870398,0.043181,-12.144399,-0.76371,27.666293
19.837595,0.067516,-13.691914,7.135068,27.732063
21.80423,0.067845,-12.176639,1.138445,27.600524
24.641343,0.080012,-16.335587,1.202924,27.764947
26.285579,0.10073,-19.753017,9.262903,27.666293
27.446216,0.117501,-14.820311,7.844347,27.732063
29.477331,0.171103,-9.081607,8.134506,27.633409
30.637968,0.204317,-16.819186,3.105079,27.764947
31.250527,0.235886,-21.880851,1.299644,27.732063
30.992607,0.249369,-12.692477,7.876586,27.699178
31.379486,0.234242,-19.269419,4.523635,27.732063
33.475081,0.229309,-18.527901,4.749315,27.666293
34.281079,0.238517,-17.850863,2.524761,27.666293
34.732438,0.225692,-23.783006,-0.409071,27.764947
34.603479,0.21747,-19.333898,1.718763,27.732063
35.989795,0.206947,-28.457792,1.686523,27.666293
36.344434,0.209578,-32.004182,3.137319,27.797832
36.022035,0.218457,-28.135393,6.103391,27.633409
37.537312,0.240161,-33.583937,10.036661,27.534754
39.407227,0.258247,-36.13089,12.390175,27.403216
41.083703,0.293434,-34.196495,12.132255,27.830717
42.47002,0.298367,-35.066973,9.810981,27.830717
44.210976,0.325332,-36.485528,5.974431,27.797832
46.532251,0.352627,-29.360509,7.231788,27.732063
47.854088,0.383209,-30.779065,3.524198,27.732063
49.917443,0.396034,-28.006433,-2.214506,27.896486
52.464397,0.397021,-26.233239,3.620918,27.830717
54.882392,0.425631,-28.328832,6.49027,27.764947
58.235345,0.459831,-19.946457,9.972181,27.666293
59.331502,0.462133,-14.497912,12.744814,27.896486
62.104136,0.487454,-25.330521,16.065525,27.600524
64.586611,0.504554,-27.039236,16.549124,27.666293
66.875647,0.520668,-23.911965,15.549686,27.567639
69.358122,0.534479,-26.749077,21.514071,27.403216
69.196922,0.54862,-29.779628,17.322882,27.534754
71.356998,0.554539,-35.744011,9.939941,27.699178
71.840597,0.529546,-29.586189,17.645281,27.699178
70.00292,0.486139,-29.26379,14.16337,27.666293
69.841721,0.466079,-27.232676,12.035535,27.666293
68.294204,0.451281,-23.041488,15.227287,27.699178
67.488205,0.450623,-21.461732,15.001608,27.699178
64.812291,0.446348,-21.332773,15.549686,27.797832
62.813415,0.43714,-19.978697,12.615854,27.732063
60.911259,0.446677,-22.719089,10.26234,27.666293
58.267585,0.466079,-18.205502,9.617542,27.600524
54.882392,0.444375,-14.078793,9.488582,27.699178
51.23928,0.433523,-12.595758,8.424665,27.699178
49.014725,0.43714,-12.305598,6.232351,27.666293
47.854088,0.410833,-14.239993,8.166746,27.666293
45.274894,0.387156,-9.146087,9.295143,27.600524
44.501135,0.36019,-11.241681,6.264591,27.699178
42.43778,0.360848,-7.888731,-2.407946,27.666293
40.986984,0.357559,-6.760334,-1.924347,27.699178
39.342747,0.343419,-9.500726,2.460281,27.797832
36.795793,0.342104,-13.917594,3.717638,27.732063
36.408914,0.331909,-11.080482,-0.151152,27.797832
37.634031,0.327305,-9.629686,-10.016565,27.797832
38.794669,0.341775,-7.663051,-2.311226,27.830717
37.472832,0.338157,-10.951522,5.877712,27.962256
37.150433,0.352627,-10.242244,-1.698668,27.764947
36.408914,0.336513,-6.857054,-6.663614,27.666293
34.990358,0.339144,-13.788634,-4.890419,27.732063
33.055962,0.338486,-7.018253,-4.181141,27.699178
32.411164,0.353942,-3.697542,-8.759208,27.600524
32.798043,0.338157,-6.695854,-12.402318,27.732063
32.024285,0.347365,-6.502415,-8.759208,27.666293
31.605166,0.347365,-5.922096,-16.142148,27.830717
29.509571,0.329936,-4.60026,-15.529589,27.830717
27.639656,0.29738,-6.244495,-11.88648,27.764947
26.317819,0.278636,-0.92491,-10.274484,27.830717
22.803668,0.295407,-5.341778,-7.98545,27.633409
20.353434,0.303628,-9.855365,-13.627435,27.732063
19.160557,0.278636,-6.760334,-11.467361,27.732063
18.612478,0.271073,-9.758646,-4.66474,27.863602
18.999357,0.249369,-11.048242,-8.469049,27.666293
17.000483,0.248382,-8.24337,-10.532403,27.797832
16.903763,0.233255,-14.272233,-8.694728,27.764947
16.065525,0.226349,-11.85424,-5.277298,27.764947
13.776491,0.221417,-12.370078,-4.761459,27.732063
13.808731,0.199384,-9.661926,-8.436809,27.929371
12.712574,0.190176,-3.117224,-7.437372,27.797832
15.033848,0.20629,-9.178327,-6.018816,27.863602
16.097765,0.230295,-7.663051,-7.920971,27.797832
17.9032,0.221745,-5.535217,-6.695854,27.699178
18.580239,0.238188,-11.72528,-6.083296,27.830717
18.580239,0.254959,-10.532403,-6.889293,27.830717
20.482394,0.234242,-2.311226,-7.405132,27.830717
20.095515,0.219444,-7.114973,-4.858179,27.699178
20.353434,0.209578,-7.147213,1.331884,27.699178
22.09439,0.20333,-6.824814,-2.343466,27.633409
23.126067,0.192478,-8.11441,-7.082733,27.896486
24.705823,0.193465,-8.01769,-4.825939,27.699178
25.157182,0.212538,-10.210004,-6.695854,27.797832
26.188859,0.213853,-7.566332,-4.922659,27.699178
25.253902,0.232269,-10.661363,-5.180578,27.732063
23.416226,0.227994,-17.431744,-7.566332,27.896486
22.352309,0.248053,-10.113285,-5.793137,27.699178
21.83647,0.290146,-5.954336,-3.536343,27.797832
21.320632,0.290803,-10.081045,-5.148338,27.764947
21.90095,0.292119,-8.920408,-5.374018,27.764947
21.610791,0.269099,-6.276735,-5.599697,27.830717
21.417351,0.253315,-4.40682,-6.276735,27.797832
20.031035,0.227994,-1.408509,-4.922659,27.797832
18.644718,0.196753,-1.795388,-5.825376,27.699178
15.904325,0.180311,-2.214506,-7.98545,27.797832
16.097765,0.150386,-1.763148,-15.787509,27.830717
13.96993,0.134272,-2.536905,-9.597446,27.797832
12.841533,0.120461,-3.633062,-7.179453,27.666293
13.002733,0.131641,-2.278986,-10.596883,27.764947
12.486894,0.158936,2.266841,-7.405132,27.732063
10.907138,0.174063,3.588678,-7.501852,27.732063
6.780429,0.182613,0.622606,-2.536905,27.797832
5.071714,0.179982,0.042287,-1.344029,27.567639
2.62148,0.205632,4.297956,-6.953773,27.666293
1.202924,0.195109,5.297393,-3.665302,27.764947
-0.570271,0.174063,8.682584,-3.633062,27.764947
-1.892107,0.171432,4.684835,-4.37458,27.699178
-3.536343,0.140191,5.555313,-4.825939,27.732063
-5.954336,0.106649,7.360748,-10.177764,27.633409
-8.694728,0.065543,13.292892,-11.273921,27.797832
-11.241681,0.044826,10.101141,-5.728657,27.699178
-13.272796,0.035618,10.45578,-3.504103,27.830717
-14.949271,-0.002857,18.257839,-11.78976,27.99514
-15.27167,-0.039688,12.648094,-5.438497,27.863602
-17.657423,-0.081452,12.744814,-3.858742,27.764947
-17.786383,-0.106773,14.937128,-4.277861,27.764947
-17.077105,-0.112034,17.484081,2.137882,27.764947
-18.88254,-0.114665,16.516884,-6.051056,27.929371
-18.81806,-0.128477,12.519134,-7.050493,27.732063
-19.688537,-0.154784,14.872648,-3.310663,27.600524
-18.72134,-0.181421,18.322319,-4.69698,27.732063
-18.012062,-0.222198,16.807043,-3.020504,27.764947
-18.65686,-0.243902,17.80648,-11.72528,27.732063
-18.65686,-0.267908,19.353997,-11.75752,27.764947
-17.915342,-0.29586,14.808168,-7.405132,27.732063
-17.173825,-0.317564,16.871523,-11.241681,27.764947
-17.915342,-0.353408,20.159994,-7.953211,27.830717
-18.72134,-0.381031,14.904888,-7.824251,27.830717
-17.463984,-0.369522,20.965992,-7.953211,27.896486
-17.335024,-0.374454,18.419039,-5.406258,27.732063
-17.818623,-0.377743,15.678646,-9.855365,27.830717
-16.851426,-0.379387,22.545748,-6.147776,28.028025
-15.626309,-0.368206,16.258964,-5.438497,27.797832
-14.755831,-0.370179,26.0599,-8.469049,27.797832
-14.594632,-0.367549,20.063275,-9.984325,27.797832
-13.498475,-0.371166,13.518572,-11.69304,27.764947
-12.660237,-0.380374,15.066088,-9.468486,27.732063
-11.62856,-0.402077,20.740313,-8.24337,27.732063
-10.177764,-0.406024,17.548561,-9.210567,27.732063
-10.371204,-0.397474,14.16337,-11.241681,27.797832
-8.27561,-0.385964,11.906576,-7.630811,27.732063
-7.340652,-0.377085,8.714824,-7.082733,27.830717
-7.114973,-0.36985,11.616417,-7.663051,27.764947
-6.180015,-0.38432,14.22785,-5.083858,27.797832
-4.954899,-0.386951,8.553625,-9.081607,28.028025
-3.504103,-0.368206,6.038911,-10.435684,27.830717
-4.213381,-0.346502,5.942192,-5.857616,27.830717
-2.988264,-0.343214,5.039474,-4.987139,27.830717
-2.440186,-0.328416,6.65147,-5.502977,27.732063
-0.505791,-0.345516,9.520822,-8.30785,27.929371
-0.376831,-0.342227,4.491395,-2.021067,27.699178
0.106767,-0.322168,3.427478,-5.631937,27.699178
2.170122,-0.302108,5.490833,-6.373455,27.764947
2.94388,-0.305396,2.65372,-4.310101,27.764947
3.524198,-0.303752,5.103954,-6.792574,27.699178
3.137319,-0.269223,1.783243,-2.278986,27.732063
3.427478,-0.26166,4.717075,0.171247,28.521296
4.330196,-0.257714,-4.116661,-2.633625,27.666293
3.491958,-0.228446,-2.214506,-0.054432,27.797832
0.816045,-0.20444,-3.407383,1.622043,27.764947
0.074527,-0.177804,-4.43906,4.201236,27.732063
-0.69923,-0.177475,-2.891545,8.102266,27.633409
-1.634188,-0.16465,-6.018816,2.75044,27.699178
-3.504103,-0.165636,-3.729782,2.008922,27.699178
-4.213381,-0.177804,-4.213381,9.585302,27.99514
-3.923222,-0.207729,-6.986013,11.197298,27.830717
-5.116098,-0.209044,4.813795,7.006109,27.863602
-5.438497,-0.217265,-1.892107,8.037786,27.732063
-5.470737,-0.192273,-8.17889,14.16337,27.732063
-4.43906,-0.183723,3.878837,14.421289,27.633409
-2.923784,-0.176488,1.847723,12.422414,27.699178
-2.375706,-0.177804,1.751003,13.034973,27.797832
-2.182266,-0.158073,4.168996,15.388487,27.567639
-2.504666,-0.150838,7.006109,17.83872,27.107253
-2.407946,-0.14459,5.329633,16.742563,27.567639
-4.116661,-0.129463,1.751003,16.355684,27.633409
-4.53578,-0.11335,2.331321,16.903763,27.699178
-4.60026,-0.122886,0.235727,15.195047,27.534754
-5.438497,-0.126832,-1.247309,13.099453,27.699178
-6.276735,-0.108746,1.622043,10.939378,27.666293
-7.405132,-0.07619,4.265716,11.809856,27.666293
-8.565769,-0.07915,7.296268,11.294017,27.732063
-10.177764,-0.071257,5.200674,13.421852,27.797832
-11.338401,-0.05909,10.520259,14.937128,27.567639
-11.75752,-0.068627,9.327383,12.841533,27.600524
-12.176639,-0.063036,2.008922,15.001608,27.600524
-13.305036,-0.078163,9.714262,13.93769,27.666293
-14.497912,-0.106115,6.42579,14.26009,27.633409
-16.013188,-0.119927,7.392988,14.808168,27.699178
-16.980385,-0.111048,10.810419,11.680896,27.600524
